year,month,day,date,aam,dt,phase,amp
1961,10,20,1961-10-20,-0.97,-0.49,1.5,1.1
1961,10,21,1961-10-21,-1,0.28,2.5,1
1961,10,22,1961-10-22,-0.9,0.94,3.5,1.3
1961,10,23,1961-10-23,-0.79,0.68,3.5,1
1961,10,24,1961-10-24,-0.72,0.46,3.5,0.9
1961,10,25,1961-10-25,-0.65,0.73,3.5,1
1961,10,26,1961-10-26,-0.53,1.32,4.5,1.4
1961,10,27,1961-10-27,-0.35,0.76,3.5,0.8
1961,10,28,1961-10-28,-0.37,-0.93,0.5,1
1961,10,29,1961-10-29,-0.55,-1.43,0.5,1.5
1961,10,30,1961-10-30,-0.7,-0.78,1.5,1
1961,10,31,1961-10-31,-0.76,-0.44,1.5,0.9
1961,11,1,1961-11-1,-0.82,-0.51,1.5,1
1961,11,2,1961-11-2,-0.88,-0.31,2.5,0.9
1961,11,3,1961-11-3,-0.9,0,2.5,0.9
1961,11,4,1961-11-4,-0.9,-0.21,2.5,0.9
1961,11,5,1961-11-5,-0.94,0.04,2.5,0.9
1961,11,6,1961-11-6,-0.86,1.09,3.5,1.4
1961,11,7,1961-11-7,-0.69,0.99,3.5,1.2
1961,11,8,1961-11-8,-0.63,0.5,3.5,0.8
1961,11,9,1961-11-9,-0.56,0.25,3.5,0.6
1961,11,10,1961-11-10,-0.56,0.04,2.5,0.6
1961,11,11,1961-11-11,-0.54,0.21,2.5,0.6
1961,11,12,1961-11-12,-0.53,-0.36,1.5,0.6
1961,11,13,1961-11-13,-0.63,-1.02,1.5,1.2
1961,11,14,1961-11-14,-0.76,-0.67,1.5,1
1961,11,15,1961-11-15,-0.8,-0.24,2.5,0.8
1961,11,16,1961-11-16,-0.83,-0.28,2.5,0.9
1961,11,17,1961-11-17,-0.87,-0.14,2.5,0.9
1961,11,18,1961-11-18,-0.86,0.32,2.5,0.9
1961,11,19,1961-11-19,-0.78,1.03,3.5,1.3
1961,11,20,1961-11-20,-0.61,1.26,3.5,1.4
1961,11,21,1961-11-21,-0.5,0.23,3.5,0.5
1961,11,22,1961-11-22,-0.56,-0.94,1.5,1.1
1961,11,23,1961-11-23,-0.7,-1.1,1.5,1.3
1961,11,24,1961-11-24,-0.81,-0.43,1.5,0.9
1961,11,25,1961-11-25,-0.81,0.4,3.5,0.9
1961,11,26,1961-11-26,-0.74,0.25,2.5,0.8
1961,11,27,1961-11-27,-0.76,-0.41,1.5,0.9
1961,11,28,1961-11-28,-0.82,-0.25,2.5,0.9
1961,11,29,1961-11-29,-0.81,0.42,3.5,0.9
1961,11,30,1961-11-30,-0.73,0.35,3.5,0.8
1961,12,1,1961-12-1,-0.71,0.63,3.5,0.9
1961,12,2,1961-12-2,-0.55,1.67,4.5,1.8
1961,12,3,1961-12-3,-0.31,1.6,4.5,1.6
1961,12,4,1961-12-4,-0.15,1.32,4.5,1.3
1961,12,5,1961-12-5,0.01,0.63,4.5,0.6
1961,12,6,1961-12-6,0.03,0.34,4.5,0.3
1961,12,7,1961-12-7,0.12,0.52,4.5,0.5
1961,12,8,1961-12-8,0.13,-0.23,7.5,0.3
1961,12,9,1961-12-9,0.06,-0.76,0.5,0.8
1961,12,10,1961-12-10,-0.06,-1.32,0.5,1.3
1961,12,11,1961-12-11,-0.26,-1.52,0.5,1.5
1961,12,12,1961-12-12,-0.42,-0.79,1.5,0.9
1961,12,13,1961-12-13,-0.46,0.04,2.5,0.5
1961,12,14,1961-12-14,-0.41,0.65,3.5,0.8
1961,12,15,1961-12-15,-0.29,1.41,4.5,1.4
1961,12,16,1961-12-16,-0.08,1.5,4.5,1.5
1961,12,17,1961-12-17,0.05,0.4,4.5,0.4
1961,12,18,1961-12-18,0.02,-0.74,0.5,0.7
1961,12,19,1961-12-19,-0.1,-0.9,0.5,0.9
1961,12,20,1961-12-20,-0.17,0.09,3.5,0.2
1961,12,21,1961-12-21,-0.11,0.14,3.5,0.2
1961,12,22,1961-12-22,-0.15,-0.34,1.5,0.4
1961,12,23,1961-12-23,-0.14,1,4.5,1
1961,12,24,1961-12-24,0.09,1.54,4.5,1.5
1961,12,25,1961-12-25,0.21,0.79,4.5,0.8
1961,12,26,1961-12-26,0.3,0.65,5.5,0.7
1961,12,27,1961-12-27,0.39,0.64,5.5,0.7
1961,12,28,1961-12-28,0.46,0.49,5.5,0.7
1961,12,29,1961-12-29,0.51,0.28,5.5,0.6
1961,12,30,1961-12-30,0.53,-0.08,6.5,0.5
1961,12,31,1961-12-31,0.48,-0.73,7.5,0.9
1962,1,1,1962-1-1,0.37,-0.33,7.5,0.5
1962,1,2,1962-1-2,0.37,-0.55,7.5,0.7
1962,1,3,1962-1-3,0.19,-2.04,0.5,2
1962,1,4,1962-1-4,-0.12,-2.6,0.5,2.6
1962,1,5,1962-1-5,-0.43,-1.75,0.5,1.8
1962,1,6,1962-1-6,-0.56,-0.66,1.5,0.9
1962,1,7,1962-1-7,-0.61,-0.16,2.5,0.6
1962,1,8,1962-1-8,-0.61,0.17,2.5,0.6
1962,1,9,1962-1-9,-0.57,0.75,3.5,0.9
1962,1,10,1962-1-10,-0.44,0.63,3.5,0.8
1962,1,11,1962-1-11,-0.44,-0.54,1.5,0.7
1962,1,12,1962-1-12,-0.57,-1.33,1.5,1.4
1962,1,13,1962-1-13,-0.77,-1.91,0.5,2.1
1962,1,14,1962-1-14,-1.03,-1.79,1.5,2.1
1962,1,15,1962-1-15,-1.19,-0.6,1.5,1.3
1962,1,16,1962-1-16,-1.2,0.23,2.5,1.2
1962,1,17,1962-1-17,-1.16,0.43,2.5,1.2
1962,1,18,1962-1-18,-1.08,0.92,3.5,1.4
1962,1,19,1962-1-19,-0.92,1.46,3.5,1.7
1962,1,20,1962-1-20,-0.74,1.04,3.5,1.3
1962,1,21,1962-1-21,-0.67,0.09,2.5,0.7
1962,1,22,1962-1-22,-0.69,-0.26,2.5,0.7
1962,1,23,1962-1-23,-0.72,-0.3,1.5,0.8
1962,1,24,1962-1-24,-0.76,0,2.5,0.8
1962,1,25,1962-1-25,-0.7,1.01,3.5,1.2
1962,1,26,1962-1-26,-0.53,1.04,3.5,1.2
1962,1,27,1962-1-27,-0.45,0.4,3.5,0.6
1962,1,28,1962-1-28,-0.38,1.07,4.5,1.1
1962,1,29,1962-1-29,-0.18,1.67,4.5,1.7
1962,1,30,1962-1-30,0.02,1.44,4.5,1.4
1962,1,31,1962-1-31,0.19,1.28,4.5,1.3
1962,2,1,1962-2-1,0.32,0.36,5.5,0.5
1962,2,2,1962-2-2,0.28,-0.33,7.5,0.4
1962,2,3,1962-2-3,0.25,-0.76,0.5,0.8
1962,2,4,1962-2-4,0.09,-1.23,0.5,1.2
1962,2,5,1962-2-5,-0.04,-0.75,0.5,0.7
1962,2,6,1962-2-6,-0.11,-0.59,0.5,0.6
1962,2,7,1962-2-7,-0.19,-0.35,1.5,0.4
1962,2,8,1962-2-8,-0.23,-0.91,0.5,0.9
1962,2,9,1962-2-9,-0.45,-2.37,0.5,2.4
1962,2,10,1962-2-10,-0.78,-2.02,0.5,2.2
1962,2,11,1962-2-11,-0.94,-0.79,1.5,1.2
1962,2,12,1962-2-12,-1,-0.16,2.5,1
1962,2,13,1962-2-13,-1.02,-0.49,1.5,1.1
1962,2,14,1962-2-14,-1.13,-1.11,1.5,1.6
1962,2,15,1962-2-15,-1.26,-0.47,2.5,1.3
1962,2,16,1962-2-16,-1.26,-0.09,2.5,1.3
1962,2,17,1962-2-17,-1.31,-0.69,1.5,1.5
1962,2,18,1962-2-18,-1.39,0.41,2.5,1.4
1962,2,19,1962-2-19,-1.2,1.79,3.5,2.2
1962,2,20,1962-2-20,-1.02,0.32,2.5,1.1
1962,2,21,1962-2-21,-1.12,-1.17,1.5,1.6
1962,2,22,1962-2-22,-1.26,-0.98,1.5,1.6
1962,2,23,1962-2-23,-1.33,0.29,2.5,1.4
1962,2,24,1962-2-24,-1.19,1.53,3.5,1.9
1962,2,25,1962-2-25,-0.99,1.3,3.5,1.6
1962,2,26,1962-2-26,-0.87,0.62,3.5,1.1
1962,2,27,1962-2-27,-0.83,-0.32,2.5,0.9
1962,2,28,1962-2-28,-0.9,0.4,3.5,1
1962,3,1,1962-3-1,-0.7,2.19,4.5,2.3
1962,3,2,1962-3-2,-0.41,1.81,4.5,1.9
1962,3,3,1962-3-3,-0.27,0.45,3.5,0.5
1962,3,4,1962-3-4,-0.26,-0.03,2.5,0.3
1962,3,5,1962-3-5,-0.25,0.27,3.5,0.4
1962,3,6,1962-3-6,-0.2,0.38,3.5,0.4
1962,3,7,1962-3-7,-0.18,-0.23,1.5,0.3
1962,3,8,1962-3-8,-0.27,-1.22,0.5,1.2
1962,3,9,1962-3-9,-0.44,-0.56,1.5,0.7
1962,3,10,1962-3-10,-0.42,-0.02,2.5,0.4
1962,3,11,1962-3-11,-0.48,-0.84,1.5,1
1962,3,12,1962-3-12,-0.6,-0.74,1.5,1
1962,3,13,1962-3-13,-0.66,-0.25,2.5,0.7
1962,3,14,1962-3-14,-0.67,0.21,2.5,0.7
1962,3,15,1962-3-15,-0.6,0.92,3.5,1.1
1962,3,16,1962-3-16,-0.46,0.81,3.5,0.9
1962,3,17,1962-3-17,-0.42,-0.24,1.5,0.5
1962,3,18,1962-3-18,-0.5,-0.81,1.5,1
1962,3,19,1962-3-19,-0.58,0.2,2.5,0.6
1962,3,20,1962-3-20,-0.47,0.52,3.5,0.7
1962,3,21,1962-3-21,-0.48,-0.32,1.5,0.6
1962,3,22,1962-3-22,-0.53,-0.2,2.5,0.6
1962,3,23,1962-3-23,-0.54,-0.16,2.5,0.6
1962,3,24,1962-3-24,-0.59,-0.79,1.5,1
1962,3,25,1962-3-25,-0.72,-0.8,1.5,1.1
1962,3,26,1962-3-26,-0.78,-0.4,1.5,0.9
1962,3,27,1962-3-27,-0.84,-0.5,1.5,1
1962,3,28,1962-3-28,-0.9,-0.4,1.5,1
1962,3,29,1962-3-29,-0.94,-0.08,2.5,0.9
1962,3,30,1962-3-30,-0.97,-1.14,1.5,1.5
1962,3,31,1962-3-31,-1.23,-2.07,1.5,2.4
1962,4,1,1962-4-1,-1.43,-0.81,1.5,1.6
1962,4,2,1962-4-2,-1.42,0.84,3.5,1.6
1962,4,3,1962-4-3,-1.24,1.53,3.5,2
1962,4,4,1962-4-4,-1.07,1.04,3.5,1.5
1962,4,5,1962-4-5,-1,-0.01,2.5,1
1962,4,6,1962-4-6,-1.05,-0.54,1.5,1.2
1962,4,7,1962-4-7,-1.11,-0.49,1.5,1.2
1962,4,8,1962-4-8,-1.16,0.04,2.5,1.2
1962,4,9,1962-4-9,-1.11,0.55,3.5,1.2
1962,4,10,1962-4-10,-1.05,0,2.5,1.1
1962,4,11,1962-4-11,-1.08,0.1,2.5,1.1
1962,4,12,1962-4-12,-0.97,1.92,3.5,2.2
1962,4,13,1962-4-13,-0.64,2.36,4.5,2.4
1962,4,14,1962-4-14,-0.44,0.61,3.5,0.7
1962,4,15,1962-4-15,-0.45,-0.24,1.5,0.5
1962,4,16,1962-4-16,-0.44,0.59,3.5,0.7
1962,4,17,1962-4-17,-0.31,0.91,4.5,1
1962,4,18,1962-4-18,-0.24,0.28,3.5,0.4
1962,4,19,1962-4-19,-0.24,-0.02,2.5,0.2
1962,4,20,1962-4-20,-0.25,-0.75,0.5,0.8
1962,4,21,1962-4-21,-0.41,-0.98,1.5,1.1
1962,4,22,1962-4-22,-0.46,0.17,2.5,0.5
1962,4,23,1962-4-23,-0.38,0.96,4.5,1
1962,4,24,1962-4-24,-0.26,0.52,3.5,0.6
1962,4,25,1962-4-25,-0.24,0.14,3.5,0.3
1962,4,26,1962-4-26,-0.21,0.23,3.5,0.3
1962,4,27,1962-4-27,-0.19,0.07,2.5,0.2
1962,4,28,1962-4-28,-0.19,0.08,3.5,0.2
1962,4,29,1962-4-29,-0.18,-0.3,1.5,0.3
1962,4,30,1962-4-30,-0.26,-0.67,0.5,0.7
1962,5,1,1962-5-1,-0.34,-0.52,1.5,0.6
1962,5,2,1962-5-2,-0.38,0.07,2.5,0.4
1962,5,3,1962-5-3,-0.32,0.52,3.5,0.6
1962,5,4,1962-5-4,-0.27,0.01,2.5,0.3
1962,5,5,1962-5-5,-0.31,-0.11,2.5,0.3
1962,5,6,1962-5-6,-0.29,0.3,3.5,0.4
1962,5,7,1962-5-7,-0.24,0.49,3.5,0.5
1962,5,8,1962-5-8,-0.17,0.5,4.5,0.5
1962,5,9,1962-5-9,-0.13,-0.3,1.5,0.3
1962,5,10,1962-5-10,-0.22,-0.35,1.5,0.4
1962,5,11,1962-5-11,-0.2,0.49,4.5,0.5
1962,5,12,1962-5-12,-0.14,0.02,2.5,0.1
1962,5,13,1962-5-13,-0.2,-0.76,0.5,0.8
1962,5,14,1962-5-14,-0.31,-0.78,0.5,0.8
1962,5,15,1962-5-15,-0.38,-0.08,2.5,0.4
1962,5,16,1962-5-16,-0.33,0.37,3.5,0.5
1962,5,17,1962-5-17,-0.3,0.23,3.5,0.4
1962,5,18,1962-5-18,-0.26,0.56,3.5,0.6
1962,5,19,1962-5-19,-0.15,1.23,4.5,1.2
1962,5,20,1962-5-20,0.05,1.63,4.5,1.6
1962,5,21,1962-5-21,0.26,1.59,4.5,1.6
1962,5,22,1962-5-22,0.46,1.86,4.5,1.9
1962,5,23,1962-5-23,0.73,2.08,4.5,2.2
1962,5,24,1962-5-24,0.96,1.32,5.5,1.6
1962,5,25,1962-5-25,1.06,0.2,6.5,1.1
1962,5,26,1962-5-26,1.02,-0.78,7.5,1.3
1962,5,27,1962-5-27,0.87,-1.37,7.5,1.6
1962,5,28,1962-5-28,0.71,-0.7,7.5,1
1962,5,29,1962-5-29,0.66,-0.95,7.5,1.2
1962,5,30,1962-5-30,0.44,-1.87,0.5,1.9
1962,5,31,1962-5-31,0.22,-1.55,0.5,1.6
1962,6,1,1962-6-1,0.02,-2.15,0.5,2.2
1962,6,2,1962-6-2,-0.31,-2,0.5,2
1962,6,3,1962-6-3,-0.45,-0.46,1.5,0.6
1962,6,4,1962-6-4,-0.46,-0.09,2.5,0.5
1962,6,5,1962-6-5,-0.51,-0.65,1.5,0.8
1962,6,6,1962-6-6,-0.62,-0.75,1.5,1
1962,6,7,1962-6-7,-0.7,-0.79,1.5,1.1
1962,6,8,1962-6-8,-0.82,-0.9,1.5,1.2
1962,6,9,1962-6-9,-0.89,0.35,2.5,1
1962,6,10,1962-6-10,-0.74,1.22,3.5,1.4
1962,6,11,1962-6-11,-0.63,0.22,2.5,0.7
1962,6,12,1962-6-12,-0.69,-0.79,1.5,1
1962,6,13,1962-6-13,-0.79,-0.44,1.5,0.9
1962,6,14,1962-6-14,-0.79,0.09,2.5,0.8
1962,6,15,1962-6-15,-0.79,0.04,2.5,0.8
1962,6,16,1962-6-16,-0.79,-0.2,2.5,0.8
1962,6,17,1962-6-17,-0.84,-0.47,1.5,1
1962,6,18,1962-6-18,-0.92,-0.81,1.5,1.2
1962,6,19,1962-6-19,-1.07,-1.68,1.5,2
1962,6,20,1962-6-20,-1.32,-1.67,1.5,2.1
1962,6,21,1962-6-21,-1.45,-0.23,2.5,1.5
1962,6,22,1962-6-22,-1.4,0.63,3.5,1.5
1962,6,23,1962-6-23,-1.34,-0.21,2.5,1.4
1962,6,24,1962-6-24,-1.46,-1.21,1.5,1.9
1962,6,25,1962-6-25,-1.62,-1.13,1.5,2
1962,6,26,1962-6-26,-1.73,-0.54,2.5,1.8
1962,6,27,1962-6-27,-1.77,-0.35,2.5,1.8
1962,6,28,1962-6-28,-1.82,-0.31,2.5,1.9
1962,6,29,1962-6-29,-1.83,0.27,2.5,1.9
1962,6,30,1962-6-30,-1.75,0.98,3.5,2
1962,7,1,1962-7-1,-1.58,1.77,3.5,2.4
1962,7,2,1962-7-2,-1.33,1.53,3.5,2
1962,7,3,1962-7-3,-1.2,0.94,3.5,1.5
1962,7,4,1962-7-4,-1.07,0.82,3.5,1.4
1962,7,5,1962-7-5,-0.99,0.74,3.5,1.2
1962,7,6,1962-7-6,-0.87,1.05,3.5,1.4
1962,7,7,1962-7-7,-0.73,0.82,3.5,1.1
1962,7,8,1962-7-8,-0.65,0.92,3.5,1.1
1962,7,9,1962-7-9,-0.47,1.69,4.5,1.8
1962,7,10,1962-7-10,-0.25,1.13,4.5,1.2
1962,7,11,1962-7-11,-0.2,0.1,3.5,0.2
1962,7,12,1962-7-12,-0.19,0.27,3.5,0.3
1962,7,13,1962-7-13,-0.12,0.78,4.5,0.8
1962,7,14,1962-7-14,-0.01,0.71,4.5,0.7
1962,7,15,1962-7-15,0.06,0.37,4.5,0.4
1962,7,16,1962-7-16,0.08,-0.19,0.5,0.2
1962,7,17,1962-7-17,0.01,-0.63,0.5,0.6
1962,7,18,1962-7-18,-0.06,-0.43,0.5,0.4
1962,7,19,1962-7-19,-0.09,0,2.5,0.1
1962,7,20,1962-7-20,-0.07,0.15,3.5,0.2
1962,7,21,1962-7-21,-0.07,-0.35,0.5,0.4
1962,7,22,1962-7-22,-0.14,-0.32,1.5,0.3
1962,7,23,1962-7-23,-0.14,0.19,3.5,0.2
1962,7,24,1962-7-24,-0.12,-0.13,1.5,0.2
1962,7,25,1962-7-25,-0.19,-0.93,0.5,0.9
1962,7,26,1962-7-26,-0.33,-0.95,0.5,1
1962,7,27,1962-7-27,-0.4,-0.12,2.5,0.4
1962,7,28,1962-7-28,-0.37,0.46,3.5,0.6
1962,7,29,1962-7-29,-0.3,0.53,3.5,0.6
1962,7,30,1962-7-30,-0.24,0.61,4.5,0.7
1962,7,31,1962-7-31,-0.15,0.55,4.5,0.6
1962,8,1,1962-8-1,-0.11,0.1,3.5,0.1
1962,8,2,1962-8-2,-0.12,-0.28,1.5,0.3
1962,8,3,1962-8-3,-0.17,-0.43,0.5,0.5
1962,8,4,1962-8-4,-0.24,-0.75,0.5,0.8
1962,8,5,1962-8-5,-0.37,-1.33,0.5,1.4
1962,8,6,1962-8-6,-0.55,-1.06,1.5,1.2
1962,8,7,1962-8-7,-0.64,-0.66,1.5,0.9
1962,8,8,1962-8-8,-0.73,-0.67,1.5,1
1962,8,9,1962-8-9,-0.8,-0.25,2.5,0.8
1962,8,10,1962-8-10,-0.81,-0.41,1.5,0.9
1962,8,11,1962-8-11,-0.9,-0.25,2.5,0.9
1962,8,12,1962-8-12,-0.86,0.67,3.5,1.1
1962,8,13,1962-8-13,-0.75,0.8,3.5,1.1
1962,8,14,1962-8-14,-0.67,0.27,2.5,0.7
1962,8,15,1962-8-15,-0.67,0.3,3.5,0.7
1962,8,16,1962-8-16,-0.58,0.76,3.5,1
1962,8,17,1962-8-17,-0.49,0.44,3.5,0.7
1962,8,18,1962-8-18,-0.48,-0.06,2.5,0.5
1962,8,19,1962-8-19,-0.5,-0.13,2.5,0.5
1962,8,20,1962-8-20,-0.55,-1.24,1.5,1.4
1962,8,21,1962-8-21,-0.82,-2.51,0.5,2.6
1962,8,22,1962-8-22,-1.14,-2.1,1.5,2.4
1962,8,23,1962-8-23,-1.35,-1.44,1.5,2
1962,8,24,1962-8-24,-1.5,-0.72,1.5,1.7
1962,8,25,1962-8-25,-1.54,-0.15,2.5,1.6
1962,8,26,1962-8-26,-1.58,-0.63,2.5,1.7
1962,8,27,1962-8-27,-1.71,-1.28,1.5,2.1
1962,8,28,1962-8-28,-1.89,-1.51,1.5,2.4
1962,8,29,1962-8-29,-2.07,-0.92,1.5,2.3
1962,8,30,1962-8-30,-2.12,-0.12,2.5,2.1
1962,8,31,1962-8-31,-2.11,0.48,2.5,2.2
1962,9,1,1962-9-1,-2,0.96,3.5,2.2
1962,9,2,1962-9-2,-1.87,1.27,3.5,2.3
1962,9,3,1962-9-3,-1.69,1.18,3.5,2.1
1962,9,4,1962-9-4,-1.58,0.84,3.5,1.8
1962,9,5,1962-9-5,-1.47,0.75,3.5,1.7
1962,9,6,1962-9-6,-1.4,0.02,2.5,1.4
1962,9,7,1962-9-7,-1.46,-0.57,2.5,1.6
1962,9,8,1962-9-8,-1.53,-0.44,2.5,1.6
1962,9,9,1962-9-9,-1.58,-0.62,2.5,1.7
1962,9,10,1962-9-10,-1.66,-0.08,2.5,1.7
1962,9,11,1962-9-11,-1.58,0.88,3.5,1.8
1962,9,12,1962-9-12,-1.46,1.09,3.5,1.8
1962,9,13,1962-9-13,-1.32,0.98,3.5,1.6
1962,9,14,1962-9-14,-1.21,0.69,3.5,1.4
1962,9,15,1962-9-15,-1.13,0.81,3.5,1.4
1962,9,16,1962-9-16,-1.02,0.36,2.5,1.1
1962,9,17,1962-9-17,-1.05,-0.44,1.5,1.1
1962,9,18,1962-9-18,-1.1,-0.06,2.5,1.1
1962,9,19,1962-9-19,-1.04,0.85,3.5,1.3
1962,9,20,1962-9-20,-0.9,1.12,3.5,1.4
1962,9,21,1962-9-21,-0.8,0.04,2.5,0.8
1962,9,22,1962-9-22,-0.89,-1.02,1.5,1.4
1962,9,23,1962-9-23,-1.02,-0.77,1.5,1.3
1962,9,24,1962-9-24,-1.08,-0.26,2.5,1.1
1962,9,25,1962-9-25,-1.09,0.18,2.5,1.1
1962,9,26,1962-9-26,-1.06,-0.22,2.5,1.1
1962,9,27,1962-9-27,-1.13,-0.26,2.5,1.2
1962,9,28,1962-9-28,-1.09,0.92,3.5,1.4
1962,9,29,1962-9-29,-0.94,0.53,3.5,1.1
1962,9,30,1962-9-30,-0.99,-0.93,1.5,1.4
1962,10,1,1962-10-1,-1.13,-0.82,1.5,1.4
1962,10,2,1962-10-2,-1.16,0.27,2.5,1.2
1962,10,3,1962-10-3,-1.1,0.4,2.5,1.2
1962,10,4,1962-10-4,-1.1,-0.43,2.5,1.2
1962,10,5,1962-10-5,-1.2,-0.87,1.5,1.5
1962,10,6,1962-10-6,-1.31,-0.98,1.5,1.6
1962,10,7,1962-10-7,-1.44,-0.79,1.5,1.6
1962,10,8,1962-10-8,-1.5,-0.49,2.5,1.6
1962,10,9,1962-10-9,-1.56,-0.24,2.5,1.6
1962,10,10,1962-10-10,-1.54,0.76,3.5,1.7
1962,10,11,1962-10-11,-1.39,1.04,3.5,1.7
1962,10,12,1962-10-12,-1.31,0.36,2.5,1.4
1962,10,13,1962-10-13,-1.28,0.59,3.5,1.4
1962,10,14,1962-10-14,-1.17,0.52,3.5,1.3
1962,10,15,1962-10-15,-1.17,-0.54,1.5,1.3
1962,10,16,1962-10-16,-1.28,-0.83,1.5,1.5
1962,10,17,1962-10-17,-1.36,-0.42,2.5,1.4
1962,10,18,1962-10-18,-1.37,0.62,3.5,1.5
1962,10,19,1962-10-19,-1.19,1.81,3.5,2.2
1962,10,20,1962-10-20,-0.95,1.66,3.5,1.9
1962,10,21,1962-10-21,-0.78,1.1,3.5,1.4
1962,10,22,1962-10-22,-0.64,1.17,3.5,1.3
1962,10,23,1962-10-23,-0.47,1.57,4.5,1.6
1962,10,24,1962-10-24,-0.25,1.63,4.5,1.6
1962,10,25,1962-10-25,-0.07,1.01,4.5,1
1962,10,26,1962-10-26,0.01,0.57,4.5,0.6
1962,10,27,1962-10-27,0.05,-0.51,0.5,0.5
1962,10,28,1962-10-28,-0.12,-1.67,0.5,1.7
1962,10,29,1962-10-29,-0.31,-0.91,0.5,1
1962,10,30,1962-10-30,-0.35,-0.2,1.5,0.4
1962,10,31,1962-10-31,-0.38,0.13,2.5,0.4
1962,11,1,1962-11-1,-0.32,0.33,3.5,0.5
1962,11,2,1962-11-2,-0.28,0.8,4.5,0.8
1962,11,3,1962-11-3,-0.11,1.45,4.5,1.5
1962,11,4,1962-11-4,0.04,0.54,4.5,0.5
1962,11,5,1962-11-5,0.02,-0.58,0.5,0.6
1962,11,6,1962-11-6,-0.07,-0.38,0.5,0.4
1962,11,7,1962-11-7,-0.05,0.61,4.5,0.6
1962,11,8,1962-11-8,0.07,0.92,4.5,0.9
1962,11,9,1962-11-9,0.17,0.92,4.5,0.9
1962,11,10,1962-11-10,0.29,0.25,5.5,0.4
1962,11,11,1962-11-11,0.24,-0.4,7.5,0.5
1962,11,12,1962-11-12,0.22,0.03,6.5,0.2
1962,11,13,1962-11-13,0.24,0.4,5.5,0.5
1962,11,14,1962-11-14,0.3,0.23,5.5,0.4
1962,11,15,1962-11-15,0.28,-0.59,7.5,0.7
1962,11,16,1962-11-16,0.14,-1.65,0.5,1.7
1962,11,17,1962-11-17,-0.13,-2.22,0.5,2.2
1962,11,18,1962-11-18,-0.41,-2.01,0.5,2
1962,11,19,1962-11-19,-0.65,-2.19,0.5,2.3
1962,11,20,1962-11-20,-0.96,-2,1.5,2.2
1962,11,21,1962-11-21,-1.15,-1.23,1.5,1.7
1962,11,22,1962-11-22,-1.31,-1.63,1.5,2.1
1962,11,23,1962-11-23,-1.55,-1.51,1.5,2.2
1962,11,24,1962-11-24,-1.65,-0.08,2.5,1.7
1962,11,25,1962-11-25,-1.59,0.73,3.5,1.8
1962,11,26,1962-11-26,-1.49,0.86,3.5,1.7
1962,11,27,1962-11-27,-1.37,1.04,3.5,1.7
1962,11,28,1962-11-28,-1.21,1.5,3.5,1.9
1962,11,29,1962-11-29,-0.98,2.27,3.5,2.5
1962,11,30,1962-11-30,-0.66,2.09,4.5,2.2
1962,12,1,1962-12-1,-0.46,1.34,4.5,1.4
1962,12,2,1962-12-2,-0.29,1.53,4.5,1.6
1962,12,3,1962-12-3,-0.05,2.03,4.5,2
1962,12,4,1962-12-4,0.22,1.97,4.5,2
1962,12,5,1962-12-5,0.43,1.45,4.5,1.5
1962,12,6,1962-12-6,0.55,-0.12,6.5,0.6
1962,12,7,1962-12-7,0.41,-1.41,0.5,1.5
1962,12,8,1962-12-8,0.25,-1.05,0.5,1.1
1962,12,9,1962-12-9,0.16,-0.21,7.5,0.3
1962,12,10,1962-12-10,0.17,-0.27,7.5,0.3
1962,12,11,1962-12-11,0.08,-0.7,0.5,0.7
1962,12,12,1962-12-12,0.01,-0.42,0.5,0.4
1962,12,13,1962-12-13,-0.03,-0.14,0.5,0.1
1962,12,14,1962-12-14,-0.06,-0.82,0.5,0.8
1962,12,15,1962-12-15,-0.23,-1.25,0.5,1.3
1962,12,16,1962-12-16,-0.35,-0.78,1.5,0.9
1962,12,17,1962-12-17,-0.44,-0.76,1.5,0.9
1962,12,18,1962-12-18,-0.55,-0.76,1.5,0.9
1962,12,19,1962-12-19,-0.64,-0.86,1.5,1.1
1962,12,20,1962-12-20,-0.78,-1.23,1.5,1.5
1962,12,21,1962-12-21,-0.93,-0.64,1.5,1.1
1962,12,22,1962-12-22,-0.95,-0.4,1.5,1
1962,12,23,1962-12-23,-1.04,-0.36,2.5,1.1
1962,12,24,1962-12-24,-1.04,-0.03,2.5,1
1962,12,25,1962-12-25,-1.05,0.19,2.5,1.1
1962,12,26,1962-12-26,-0.98,0.66,3.5,1.2
1962,12,27,1962-12-27,-0.91,0.31,2.5,1
1962,12,28,1962-12-28,-0.9,-0.06,2.5,0.9
1962,12,29,1962-12-29,-0.89,0.56,3.5,1
1962,12,30,1962-12-30,-0.77,0.91,3.5,1.2
1962,12,31,1962-12-31,-0.69,0.18,2.5,0.7
1963,1,1,1963-1-1,-0.72,-0.5,1.5,0.9
1963,1,2,1963-1-2,-0.81,-0.75,1.5,1.1
1963,1,3,1963-1-3,-0.91,-0.93,1.5,1.3
1963,1,4,1963-1-4,-1.04,-1.01,1.5,1.4
1963,1,5,1963-1-5,-1.15,-0.41,2.5,1.2
1963,1,6,1963-1-6,-1.16,-0.15,2.5,1.2
1963,1,7,1963-1-7,-1.21,-0.55,1.5,1.3
1963,1,8,1963-1-8,-1.29,-0.61,1.5,1.4
1963,1,9,1963-1-9,-1.36,-0.54,2.5,1.5
1963,1,10,1963-1-10,-1.42,-0.23,2.5,1.4
1963,1,11,1963-1-11,-1.42,0.1,2.5,1.4
